,rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,entrez,symbol
1,AT1G01010,321.014213695856,2.93337748230581,0.264396870045985,11.0945998785675,1.33254966330606e-28,6.71733101440944e-27,839580,ANAC001
2,AT1G01020,131.020297206834,-0.118892031606935,0.157369577429783,-0.755495652645978,0.449951639808698,0.547502467595328,839569,ARV1
3,AT1G01030,26.0643910683869,-0.522815426989065,0.328285405771369,-1.5925637198541,0.111258097865743,0.17466538183327,839321,NGA3
4,AT1G01040,719.480874224127,0.222661864520604,0.234857677439846,0.948071474383181,0.343093069008616,0.440673850923609,839574,ASU1
5,AT1G01050,882.961687001707,0.363550364854184,0.156364375523849,2.32502041233001,0.020070868745679,0.0402422105760047,839579,AtPPa1
6,AT1G01060,2313.29525159976,2.42645411661762,1.07168305371937,2.26415273452014,0.0235647224891759,0.0461880302263597,839341,LHY
7,AT1G01070,81.7045413592447,0.996762642835667,0.352090423321435,2.83098481757253,0.0046404923721176,0.0111770617171855,839550,UMAMIT28
8,AT1G01080,657.035747810311,-1.81606871630477,0.200699477467585,-9.04869678396688,1.44684738324909e-19,3.79791779919305e-18,839463,CP28B
9,AT1G01090,2293.99356278783,-0.861900132236137,0.159832330887245,-5.39252682765522,6.94737230003523e-08,4.69027472869985e-07,839429,PDH-E1
10,AT1G01100,1854.74186231319,-0.211660122815219,0.166813391774167,-1.26884370951323,0.204496812175673,0.289218045417175,839410,P1w
11,AT1G01110,25.3059895442215,-1.23724502714951,0.371098818506657,-3.33400422056939,0.000856053588118232,0.00249114986692953,839394,IQD18
12,AT1G01120,648.18499596684,-0.842503079494857,0.489757512005658,-1.72024534354692,0.0853878539239588,0.139551081986118,839395,KCS1
13,AT1G01140,2144.70845885723,1.16152727912618,0.30903761831876,3.75853038683501,0.000170914284349691,0.000584184758718285,839349,CIPK9
14,AT1G01160,233.775261286341,0.178371093902765,0.131888508907322,1.35243847534971,0.176235088104116,0.255817261191722,839278,GIF2
15,AT1G01190,13.9333836456236,-1.2705669645453,0.488383507633695,-2.60157631182392,0.0092796417063976,0.0204625853003236,839233,CYP78A8
16,AT1G01200,10.5868995715442,-1.80268588691307,0.600990780354165,-2.99952336348777,0.00270402384659324,0.00693606675787173,839493,ATRAB-A3
17,AT1G01220,304.127210804654,-0.658705985515578,0.184006826734216,-3.57979101757474,0.000343869102209576,0.00110007151504135,839420,AtFKGP
18,AT1G01230,508.614600930487,0.123503998106338,0.147843147092909,0.835371814891931,0.403508394066881,0.502708201159332,839331,AtORM1
19,AT1G01260,218.506336130078,-0.0850452598807237,0.24062175362527,-0.353439614662472,0.723758891519703,0.791289127067723,839545,bHLH013
20,AT1G01290,156.932436686986,0.255357245057216,0.127317117192921,2.00567881748594,0.0448905266345248,0.0806428849936254,839445,CNX3
21,AT1G01320,5134.67977696189,0.0641326365384213,0.263302810181971,0.243569890097635,0.8075639502677,0.858375211601793,839293,FLL2
22,AT1G01340,950.011018823237,3.43617142106829,0.2571865414284,13.3606191132086,1.02706337590216e-40,9.79444983019419e-39,838832,ACBK1
23,AT1G01360,210.13924205282,0.0763982976006383,0.171800710568939,0.444691394742407,0.656542788916369,0.734758234964372,838452,PYL9
24,AT1G01370,36.5354908302357,-0.126979027643901,0.229047340611147,-0.554378965086842,0.579319518755351,0.665892495625444,839104,CENH3
25,AT1G01380,5.08741814637833,-1.4817551154046,0.538063636677942,-2.75386592662738,0.00588958897585223,0.0137657035065304,838096,ETC1
26,AT1G01420,167.429167606004,-0.491694961005463,0.286338929092685,-1.71717817959117,0.0859466211495755,0.140297748596072,837503,UGT72B3
27,AT1G01430,699.341327794432,-0.889715793550474,0.202779012200073,-4.38761281997287,1.14601550798544e-05,5.0551813426935e-05,837247,MOAT3
28,AT1G01470,4805.09390601476,0.336779085312547,0.380231465941386,0.885721239505368,0.375767760156321,0.474453372412655,837071,AtLEA14
29,AT1G01480,122.995188812568,5.13079839787994,0.512273292634659,10.0157444700891,1.29979591983369e-23,4.55942743917458e-22,837082,ACS2
30,AT1G01490,1013.00411969308,0.342420009250853,0.224849847051727,1.52288299832412,0.127787980063206,0.195982674652821,839440,AtHMP01
31,AT1G01510,409.635043469109,-0.432392852315797,0.0999840819520839,-4.32461691775112,1.52797150001111e-05,6.56134194419974e-05,839401,AN
32,AT1G01520,77.8717438610711,1.73743290447058,0.958701807775342,1.81227665409568,0.0699434599776329,0.117733958922747,839337,ASG4
33,AT1G01530,1.73864550444512,2.11527616157704,1.14737587653443,1.84357733576035,0.0652447615320698,0.110978059747507,837142,AGL28
34,AT1G01550,2905.48379524088,0.509315708835439,0.135941379308088,3.74658335399968,0.000179259456112872,0.0006107186140907,839536,BPS1
35,AT1G01560,621.408375624966,4.11029836919901,0.292513512729319,14.051652967576,7.52567277694334e-45,8.45831865322882e-43,839523,ATMPK11
36,AT1G01580,17.768399201139,0.217046719849129,0.357586992797796,0.606975992473702,0.54386684460479,0.634141032210085,839411,ATFRO2
37,AT1G01590,2.38872170069299,-0.759912041878104,1.19923444896107,-0.633664286859367,0.526299936541793,0.619437951441738,837194,ATFRO1
38,AT1G01600,19.3499683814228,-0.0665325697466222,0.353635591675089,-0.188138782726798,0.850767859681823,0.891818471612224,839347,CYP86A4
39,AT1G01610,438.083036345526,-0.596006614520945,0.197636939837634,-3.01566405050892,0.00256417187261483,0.0066096585749862,839297,ATGPAT4
40,AT1G01620,3467.6736255364,-1.13030294881897,0.407220490113892,-2.77565342672922,0.00550908991483236,0.0129838174530696,839235,PIP1;3
41,AT1G01650,855.225426140829,0.711586950138381,0.202243097935246,3.51847334916821,0.000434037409393649,0.00135430737840406,839499,ATSPPL4
42,AT1G01660,23.7126425760299,1.05131558400924,0.372086556538007,2.82545973654885,0.00472128212335703,0.0113480768025567,839461,PUB55
43,AT1G01670,36.3093983786093,0.664914716309778,0.259452460853064,2.56276126317545,0.0103843425601366,0.022606649101418,839365,PUB56
44,AT1G01680,600.299133479065,4.98717741853335,0.32791766791432,15.2086267576056,3.09977384484652e-52,4.84290198781022e-50,839251,ATPUB54
45,AT1G01690,32.8284897531078,-0.606128752833271,0.289747333354193,-2.09192176444408,0.0364455148062071,0.0674160925070062,839243,ATPRD3
46,AT1G01695,2.97592937839708,-0.0759255536672703,0.787679309656076,-0.0963914536493559,0.923209679518126,0.945485875986016,6241450,TRM33
47,AT1G01700,17.7741487270495,-0.665671648824057,0.358770929670374,-1.85542248207137,0.0635359193891059,0.108473437822414,839250,ATROPGEF2
48,AT1G01720,783.981218412955,2.24400055014687,0.259174223147372,8.65827057527587,4.78975504727656e-18,1.11772790186923e-16,839265,ANAC002
49,AT1G01740,66.8247604988266,-0.592960302993549,0.210175690682354,-2.82126016128912,0.00478353917075828,0.0114776804697347,839253,BSK4
50,AT1G01750,1.68856187163495,-1.65552412001664,0.95190512830483,-1.73916924154493,0.082004998079946,0.134934812482641,839281,ADF11
51,AT1G01760,29.0479670341316,-0.917805560735267,0.283314092524283,-3.23953373641872,0.00119725302243322,0.00335849825941441,839252,AtTAD1
52,AT1G01780,95.4294962664945,0.0276591645614263,0.254546482004501,0.108660565031644,0.913471721135967,0.938129069692504,839267,PLIM2b
