,ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0009534,CC,GO:0009534,chloroplast thylakoid,331,-0.611210494562036,-3.07530707511807,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=65%, list=20%, signal=53%,817646/825341/833856/829948/823814/834652/826517/821967/818436/817272/829438/844245/837719/831799/832059/844343/814640/835665/824691/817429/837778/817191/824246/829678/831581/817630/839870/835320/835228/822181/838400/837374/825653/843099/834494/835507/817046/829359/815055/833535/840098/832195/827495/824861/839814/838876/824832/827727/843812/841995/832253/821260/816386/831151/827001/827996/834757/819639/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/838761/829696/824858/832116/828388/825524/831326/820859/824345/819195/841919/830126/842103/836751/827144/839871/817606/836789/842016/820845/815210/840021/825797/817231/843189/830325/816623/837040/842785/841671/816545/828213/831016/823901/841033/3770591/830593/827564/839009/839449/826551/825320/843903/822405/827223/3771487/842446/839918/828611/838622/830699/832370/819589/820043/820876/841653/842759/819705/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/842776/827479/837733/820628/825376/843095/821137/828579/835938/838151/833840/837178/839869/841534/836525/835431/835515/825866/818197/827927/824699/818299/822335/832376/836579/829949/833979/824379/835621/837377/822168/828494/842719/814688/821336/824441/827759/826480/834396/819406/820041/818532/822391/823942/828181/823831/844085/819126/821422/833608/825489/837974/822203/830458/838455/817656/838168/821134/818006/843413/834607/3768499/832247/831984/838498/824514/838591/828853/831910/839844/821143/820871/839815/825753/825491
GO:0009579,CC,GO:0009579,thylakoid,411,-0.591599500022791,-3.05361349206063,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=62%, list=20%, signal=51%,817646/825341/833856/829948/823814/818093/834652/826517/821967/818436/817272/829438/844245/830052/837719/831799/832059/844343/828531/814640/835665/824691/817429/829280/837778/817191/824246/829678/831581/817630/839870/835320/835228/822181/838400/837374/825653/843099/834494/831638/818107/835507/817589/817046/829359/815055/833535/840098/816652/832195/827495/824861/839814/838876/824832/827727/843812/841995/828762/819858/832253/821260/816386/831151/827001/827996/834757/819639/834097/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/839436/820828/838761/829696/824858/832116/828388/825524/830824/831326/820859/824345/819195/841919/830126/842103/836751/827144/832669/839871/817606/835937/836789/842016/833138/820845/815210/824746/840021/825797/817231/843189/830325/816623/837040/842785/841671/816545/828213/828613/831741/832395/831016/823901/841033/3770591/830593/827564/839009/839449/826551/825320/843903/822405/827223/3771487/824462/842446/839918/820461/828611/838622/830699/832370/819589/820043/820876/841653/824403/842759/819705/844199/815152/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/842776/827479/837733/820628/833830/825376/837358/843095/835567/821137/828579/835938/838151/833840/837178/839869/841534/836525/818104/835431/835515/825866/818197/827927/824699/818299/833828/822335/832376/836579/829949/833979/817344/825494/820335/824379/829972/835621/837377/822168/828494/842719/814688/821336/824441/827759/826480/834396/819406/820041/818532/835183/822391/823942/828181/836451/823831/844085/819126/821422/833608/833829/825489/837974/822203/830458/838455/817656/838168/821203/816751/821134/818006/843413/834607/3768499/832247/831984/838498/824514/838591/828853/831910/839844/821143/820871/839815/825753/825491
GO:0031976,CC,GO:0031976,plastid thylakoid,336,-0.60484219315967,-3.04217160107413,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=65%, list=20%, signal=53%,817646/825341/833856/829948/823814/834652/826517/821967/818436/817272/829438/844245/837719/831799/832059/844343/814640/835665/824691/817429/829280/837778/817191/824246/829678/831581/817630/839870/835320/835228/822181/838400/837374/825653/843099/834494/818107/835507/817589/817046/829359/815055/833535/840098/832195/827495/824861/839814/838876/824832/827727/843812/841995/832253/821260/816386/831151/827001/827996/834757/819639/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/838761/829696/824858/832116/828388/825524/831326/820859/824345/819195/841919/830126/842103/836751/827144/839871/817606/836789/842016/820845/815210/840021/825797/817231/843189/830325/816623/837040/842785/841671/816545/828213/831016/823901/841033/3770591/830593/827564/839009/839449/826551/825320/843903/822405/827223/3771487/842446/839918/828611/838622/830699/832370/819589/820043/820876/841653/842759/819705/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/842776/827479/837733/820628/825376/843095/821137/828579/835938/838151/833840/837178/839869/841534/836525/835431/835515/825866/818197/827927/824699/818299/822335/832376/836579/829949/833979/824379/835621/837377/822168/828494/842719/814688/821336/824441/827759/826480/834396/819406/820041/818532/822391/823942/828181/823831/844085/819126/821422/833608/825489/837974/822203/830458/838455/817656/838168/821134/818006/843413/834607/3768499/832247/831984/838498/824514/838591/828853/831910/839844/821143/820871/839815/825753/825491
GO:0009535,CC,GO:0009535,chloroplast thylakoid membrane,252,-0.611748695720015,-2.98502748861464,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=68%, list=20%, signal=55%,817646/833856/829948/823814/826517/821967/817272/844245/831799/832059/844343/814640/835665/824691/817429/837778/817191/824246/831581/817630/839870/835320/835228/838400/825653/843099/834494/817046/829359/815055/833535/840098/832195/824861/839814/838876/843812/841995/832253/816386/831151/827001/827996/834757/819639/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/829696/824858/828388/825524/831326/820859/824345/841919/830126/836751/827144/839871/817606/836789/842016/820845/815210/840021/825797/843189/830325/816623/842785/841671/816545/831016/823901/841033/3770591/830593/839009/839449/826551/825320/843903/822405/827223/842446/839918/828611/830699/832370/820043/841653/842759/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/827479/820628/825376/821137/828579/835938/838151/837178/839869/841534/836525/835431/835515/825866/818197/827927/824699/818299/832376/836579/824379/835621/837377/822168/842719/814688/824441/826480/834396/819406/818532/822391/823942/828181/823831/844085/819126/821422/833608/837974/822203/830458/838455/817656/838168/821134/818006/843413/832247/838498/838591/828853/831910/821143/820871/839815/825491
GO:0055035,CC,GO:0055035,plastid thylakoid membrane,259,-0.604360735078436,-2.98427930858526,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=68%, list=20%, signal=55%,817646/833856/829948/823814/826517/821967/817272/844245/831799/832059/844343/814640/835665/824691/817429/829280/837778/817191/824246/831581/817630/839870/835320/835228/838400/825653/843099/834494/818107/817589/817046/829359/815055/833535/840098/832195/824861/839814/838876/843812/841995/832253/816386/831151/827001/827996/834757/819639/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/829696/824858/828388/825524/831326/820859/824345/841919/830126/836751/827144/839871/817606/836789/842016/820845/815210/840021/825797/843189/830325/816623/842785/841671/816545/831016/823901/841033/3770591/830593/839009/839449/826551/825320/843903/822405/827223/842446/839918/828611/838622/830699/832370/820043/841653/842759/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/827479/820628/825376/821137/828579/835938/838151/837178/839869/841534/836525/835431/835515/825866/818197/827927/824699/818299/832376/836579/824379/835621/837377/822168/842719/814688/824441/826480/834396/819406/818532/822391/823942/828181/823831/844085/819126/821422/833608/837974/822203/830458/838455/817656/838168/821134/818006/843413/832247/838498/838591/828853/831910/821143/820871/839815/825491
GO:0034357,CC,GO:0034357,photosynthetic membrane,283,-0.599189414996133,-2.95071551335292,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=66%, list=20%, signal=54%,817646/833856/829948/823814/818093/826517/821967/817272/844245/831799/832059/844343/814640/835665/824691/817429/829280/837778/817191/824246/829678/831581/817630/839870/835320/835228/838400/825653/843099/834494/818107/817589/817046/829359/815055/833535/840098/832195/824861/839814/838876/824832/843812/841995/832253/816386/831151/827001/827996/834757/819639/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/829696/824858/828388/825524/831326/820859/824345/819195/841919/830126/842103/836751/827144/839871/817606/836789/842016/820845/815210/840021/825797/843189/830325/816623/837040/842785/841671/816545/831016/823901/841033/3770591/830593/839009/839449/826551/825320/843903/822405/827223/842446/839918/828611/838622/830699/832370/820043/841653/842759/819705/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/827479/820628/825376/837358/821137/828579/835938/838151/837178/839869/841534/836525/835431/835515/825866/818197/827927/824699/818299/832376/836579/824379/829972/835621/837377/822168/842719/814688/824441/826480/834396/819406/818532/822391/823942/828181/823831/844085/819126/821422/833608/837974/822203/830458/838455/817656/838168/821134/818006/843413/3768499/832247/838498/838591/828853/831910/821143/820871/839815/825491
GO:0042651,CC,GO:0042651,thylakoid membrane,281,-0.597218614415176,-2.94470689891177,1e-10,1.05818181818182e-08,9.26698564593302e-09,2574,tags=65%, list=20%, signal=53%,817646/833856/829948/823814/818093/826517/821967/817272/844245/831799/832059/844343/814640/835665/824691/817429/829280/837778/817191/824246/829678/831581/817630/839870/835320/835228/838400/825653/843099/834494/818107/817589/817046/829359/815055/833535/840098/832195/824861/839814/838876/824832/843812/841995/832253/816386/831151/827001/827996/834757/819639/832136/816936/827921/822167/840895/822055/843029/822403/828183/818051/843491/841099/829696/824858/828388/825524/831326/820859/824345/819195/841919/830126/842103/836751/827144/839871/817606/836789/842016/820845/815210/840021/825797/843189/830325/816623/842785/841671/816545/831016/823901/841033/3770591/830593/839009/839449/826551/825320/843903/822405/827223/842446/839918/828611/838622/830699/832370/820043/841653/842759/819705/837243/828984/843827/828996/832327/817947/841652/826892/824654/826626/834273/827877/819295/827479/820628/825376/821137/828579/835938/838151/837178/839869/841534/836525/835431/835515/825866/818197/827927/824699/818299/832376/836579/824379/829972/835621/837377/822168/842719/814688/824441/826480/834396/819406/818532/822391/823942/828181/823831/844085/819126/821422/833608/837974/822203/830458/838455/817656/838168/821134/818006/843413/3768499/832247/838498/838591/828853/831910/821143/820871/839815/825491
GO:0019684,BP,GO:0019684,photosynthesis, light reaction,123,-0.650762298681258,-2.91196411163404,1e-10,1.05818181818182e-08,9.26698564593302e-09,2330,tags=69%, list=18%, signal=57%,844245/831799/824691/821840/828697/824246/829678/829490/839870/843099/834494/830772/829220/815055/838876/842386/841995/827996/827921/818051/843491/843637/841099/820828/829696/828388/819195/841919/836751/821399/839871/817606/836789/842016/825797/829484/833476/830325/816623/837040/842785/831741/823901/827564/2745715/839449/826551/825320/843903/827223/842446/820043/824654/826626/835806/827877/819295/837358/824572/843222/838151/820740/837178/839869/836525/835515/825866/827927/833979/842719/814688/819406/822391/842354/841984/835286/837974/838455/838168/818006/843413/3768499/838498/821143/820871
GO:0009521,CC,GO:0009521,photosystem,40,-0.80491696713332,-2.87623966238081,1e-10,1.05818181818182e-08,9.26698564593302e-09,2330,tags=98%, list=18%, signal=80%,844245/831799/824246/817630/838400/843099/815055/824832/828183/841099/820859/836789/842016/840021/837040/816545/839449/825320/827223/841653/819705/828984/828996/826892/826626/827877/819295/837358/838151/837178/836525/825866/824699/837377/818532/822391/837974/3768499/821143
GO:0015979,BP,GO:0015979,photosynthesis,184,-0.597727579873485,-2.84429062864113,1e-10,1.05818181818182e-08,9.26698564593302e-09,2330,tags=62%, list=18%, signal=52%,844245/837719/831799/824691/827922/821840/828697/824246/836710/829678/829490/817630/839870/843099/834494/830772/829220/815055/825246/840098/816652/838876/842386/837332/824832/841995/827996/819639/827921/840895/843029/818051/843491/843637/841099/840953/820828/829696/828388/819195/830739/841919/836751/821399/839871/817606/836789/842016/824746/825797/829484/833476/835506/830325/816623/837040/842785/831741/823901/827564/2745715/839449/829195/826551/825320/843903/827223/842446/820461/820043/819705/824654/826626/835806/827877/819295/837358/824572/820974/843222/838151/820740/837178/839869/836525/835515/825866/827927/824699/833828/833979/842719/814688/824775/819406/837848/818532/822391/842354/841984/835286/837974/838455/817656/838168/821203/821134/818006/843413/3768499/835168/838498/838591/821143/820871
