"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
250.448818332734,2.9257420858706,0.232803433243248,12.5674353041589,3.18902008651721e-36,3.13914774595714e-34,"AT1G01010"
150.94372181619,-0.126468145345851,0.14555065443567,-0.868894377948306,0.384904904906153,0.477737049387768,"AT1G01020"
25.5943863843935,-0.534504467720166,0.394010689474667,-1.35657351944644,0.174916760474334,0.248506803967383,"AT1G01030"
702.683911328562,0.212494439016346,0.181745318658422,1.1691879636015,0.242327909532993,0.326902749246241,"AT1G01040"
6.88082256115074,-0.205629040773177,0.565290969200089,-0.363757873337603,0.71603882280475,0.780869004995966,"AT1G01046"
844.497896150549,0.356688652809175,0.152610704212008,2.33724531087714,0.019426432391717,0.0372061054078097,"AT1G01050"
2381.34408884257,2.41681870410168,1.16915953736492,2.06714193133023,0.0387207819863384,0.0683370881829818,"AT1G01060"
92.7828322838185,0.990502435785885,0.38979675372121,2.54107410164404,0.0110512494686101,0.0226260004925868,"AT1G01070"
686.272397279465,-1.82345835655156,0.190479446620042,-9.57299272392832,1.03855016331028e-21,3.08185968116443e-20,"AT1G01080"
2055.89326005745,-0.86978116082757,0.135022035761509,-6.44177193687017,1.18086635453363e-10,1.01136292418758e-09,"AT1G01090"
2073.13090549279,-0.21946383075986,0.129943204807348,-1.68892117972028,0.0912345358490855,0.143062154634934,"AT1G01100"
28.8166821041397,-1.24106558797508,0.324458279893234,-3.82503904164032,0.0001307513642865,0.000419053246555054,"AT1G01110"
856.393162430262,-0.848259890251633,0.528127863058802,-1.60616386595984,0.108237910355713,0.16573535989162,"AT1G01120"
24.5647236936669,-0.312339075071336,0.377701956955007,-0.826945874438617,0.408267740318613,0.501387340336323,"AT1G01130"
2066.854591179,1.15445415149033,0.330017546585458,3.49815991129849,0.000468480147559666,0.00133915682451333,"AT1G01140"
2.11724562802885,-0.20512034695275,0.899977465313539,-0.227917203328296,0.819710608350302,0.863860469914045,"AT1G01150"
244.706590271376,0.170970145565786,0.127164102011114,1.34448435416815,0.178791812466086,0.252982715903919,"AT1G01160"
6.24996170434479,-0.729224015853588,0.627406702157559,-1.16228279574619,0.245120612601473,0.330105172120022,"AT1G04007"
217.435299046999,-0.761636589433366,0.218947941771431,-3.47861954431375,0.000504003581427458,0.00143009016215829,"AT1G01170"
3.57553177649059,0.24601298967248,0.575133647669742,0.427749255619534,0.668833685030519,0.74088284215779,"AT1G04013"
289.75785277089,0.676823723140593,0.28071376893995,2.41108131495102,0.0159053018744829,0.0311730523976249,"AT1G01180"
2.51176058872268,-3.14334129953199,1.09793681281304,-2.86295282465152,0.00419713048749922,0.00963378333263175,"AT1G08765"
