Row.names UMVsIM_log2FoldChange UMVsIM_padj UMVsH_log2FoldChange UMVsH_padj
ArthCp018 -0.914119187866486 0.00348483763072371 0.773171115823166 0.00568887837819306
ArthCp049 -1.02625421827336 0.00421683012525519 0.73262659262278 0.0272199288181272
AT1G01070 0.996763038652725 0.0111770103241975 -1.09350529988355 0.00553810339389535
AT1G01080 -1.81606842349779 3.79785309772937e-18 -2.47313414495918 8.94902660218487e-33
AT1G01110 -1.23724448912917 0.00249115919851353 -1.48524218999242 0.000239873019275776
AT1G01170 -0.75457298824269 0.00126913361686267 -2.02841345004544 6.42788782008118e-19
AT1G01180 0.683539499218735 0.0279046054907629 -0.896753550262675 0.00275439348960334
AT1G01190 -1.27056615472699 0.0204626513734304 -1.32470700044533 0.01374938807172
AT1G01200 -1.80268447989782 0.00693609783623125 -2.05003393037299 0.00198378004802056
AT1G01225 -0.598327621148691 0.0228176955016225 -1.76446785801326 5.06538254742816e-10
AT1G01250 -1.9037829738205 0.000546390910753814 -4.85191265539568 4.77120757265451e-14
AT1G01300 -0.937146940231897 0.000647458399044018 -1.5652133706955 2.89586734902462e-09
AT1G01350 0.405728459713344 0.00320142273874471 0.484829465932683 0.000262030054424442
AT1G01390 -1.00312769508165 0.0264356028632459 -1.72219715990367 8.14366021223444e-05
AT1G01430 -0.889715546674198 5.05520553133762e-05 -1.12413778264752 1.312635723769e-07
AT1G01440 0.475394737326751 0.000452697301526148 0.627454024099012 1.55890228088452e-06
AT1G01510 -0.432392803418446 6.56135540700469e-05 -0.427155450689637 6.04946173033579e-05
AT1G01540 -0.737837648224705 0.00154857926593946 -0.964019945744872 1.71516246595628e-05
AT1G01550 0.50931580273086 0.000610716767554438 0.527515016748682 0.000261097247107468
AT1G01610 -0.596006390207452 0.00660968081939623 -1.55576780691628 6.29755524824128e-14
AT1G01620 -1.13030152720849 0.0129839384876418 -3.31000590441944 4.3538984893256e-15
AT1G01790 -1.15200264347838 3.5377590325513e-07 -1.14564756436092 2.43257286863007e-07
AT1G01800 0.375100676273848 4.56708649550869e-05 0.188898019368242 0.0444563538453273
AT1G01860 -1.28013699925482 1.07167329371834e-09 -1.56310000391617 1.10865737878109e-13
AT1G01900 -1.04144846553707 0.0331952165997147 -0.949446709462203 0.0488397444630906
AT1G01920 -1.11567561927178 0.000243050410747238 -0.757738649201243 0.0119681290892831
AT1G01970 -1.05907452734541 1.28217522100112e-06 -1.71984583330358 7.28149507862563e-16
AT1G02100 0.613441645446055 0.000340446595598066 0.957351108854187 4.98769562453088e-09
AT1G02110 -0.912037816979153 0.00086266242849663 -0.921944191444266 0.000553744412369511
AT1G02145 -0.269637582376907 0.0480658615595408 0.263490787470653 0.0421817381636764
AT1G02150 -1.23725034168195 3.47002682890759e-10 -1.254791150819 1.03283165953575e-10
AT1G02180 -1.47937547154845 1.44814442826563e-08 -2.31174560168422 8.55102769973047e-15
AT1G02280 -1.04896435519465 3.01696558457815e-07 -1.68153213106836 3.13020058666251e-17
AT1G02340 -1.8455365857297 0.000876993916656634 -2.03108057494282 0.000163835985631467
AT1G02350 -1.68749918246526 0.00098909355726577 -1.20364876141154 0.0164787573907799
AT1G02500 0.416495294867688 0.0224165264878987 0.355117832319116 0.0461832664210825
AT1G02620 -2.22084446720231 0.00680901167229941 -3.09446291736961 0.000141656302369665
AT1G02690 -0.722228169189931 0.00701986523141588 -0.849609725605674 0.00119529994872061
AT1G02720 -0.86842868766629 1.47487161116616e-05 -0.87727580181143 1.0051112909417e-05
AT1G02730 -0.998571926353991 0.000136890286688036 -1.02520928083311 6.44174463407712e-05
AT1G02740 0.590844826744608 1.14080354113865e-07 0.570624766689216 2.54338180410428e-07
AT1G02750 0.787527916328399 1.13334926334105e-07 0.961286277083855 3.09534390497587e-11
AT1G02800 -1.20267733854268 0.0129034127547246 -0.963694102416433 0.0410450853477713
AT1G02910 -0.626649005543304 2.07993516834282e-05 -0.622943940451469 1.54717112554365e-05
AT1G02970 -1.06130146680708 0.00561348069231495 -0.883024849609025 0.0190368919067825
AT1G02990 0.374540545923366 0.000746165567101039 0.789350761838142 4.07396359987808e-14
AT1G03020 -1.59815587980434 0.000363056734835409 -4.75892779820871 4.72266817715866e-12
AT1G03040 0.583033431986825 0.000299762451050076 0.521570752874234 0.000989245142460778
AT1G03100 -1.07442143819291 0.0414092777793516 -1.04402865580685 0.043908360506172
AT1G03110 -0.719874814160423 0.0246690875677021 -0.846994034930097 0.00620772843147713
AT1G03130 -1.0682420903515 8.78652170019279e-06 -2.51362002983166 5.14333115252616e-28
AT1G03150 0.574916473713997 0.00198478611673323 0.576869241481212 0.00147084410168156
AT1G03270 -1.55552625778446 3.20620070683577e-06 -0.703217704960594 0.0276604024301927
AT1G03280 0.356978181645337 0.0262775341569938 0.531055867923011 0.000470442386309349
AT1G03310 -1.62688562620394 1.49971364802626e-06 -2.19370543790153 2.57603263914007e-11
AT1G03350 0.540681904904724 0.00381505625021305 0.781624570551127 1.15420923634783e-05
AT1G03430 0.85114886547212 2.05031866754018e-08 0.670715837702767 9.1227854385966e-06
AT1G03440 -0.462733747151027 0.0459738937538221 -1.36928001111139 4.89526011560413e-10
AT1G03470 -1.3129766838141 0.00021766042988512 -1.35926127367743 0.000102618300241276
AT1G03475 -0.621675100712721 0.00517425936068044 -0.807295238923893 0.000149482322658685
AT1G03510 -1.14605226522335 0.00322484261061473 -1.51556107520287 0.000146200434962715
AT1G03520 -0.606781883429285 0.00406892711971972 -0.483622183338567 0.0202532986962991
AT1G03560 -0.533923732821183 0.00785605648005029 -0.464314905599366 0.0187469335358298
AT1G03600 -1.43017841729524 7.36480373450559e-13 -3.17579875263241 2.50509431587227e-60
AT1G03630 -1.42712583274969 2.5911976298442e-06 -1.29728819088835 1.34918898672053e-05
AT1G03680 -1.22188057335303 6.58384604940238e-21 -2.4262589656428 7.02982337528719e-80
AT1G03687 -0.739323170621226 1.73814543574814e-05 -1.1315464088923 4.1672134830025e-11
AT1G03750 0.412003755672024 0.0417656018276055 0.834798805526446 7.83059174838173e-06
AT1G03770 0.547628237846945 0.0113451896498405 0.783723473380592 0.000132048074664746
AT1G03830 -1.35551134903855 5.96860576199859e-05 -0.745573586873913 0.0263436159243471
AT1G03930 -0.601846280127775 0.000719761042401977 -0.71778993099968 3.06374505836436e-05
AT1G03950 0.7335835325767 1.29990317968351e-05 0.592421831994602 0.000382925725030116
AT1G04020 -1.00222045502641 0.0178057494125461 -1.20937491990427 0.00315748585182079
AT1G04040 -0.966852109953839 0.0213592386696129 -2.00482396956489 3.89772148814002e-07
AT1G04090 -1.97202778429981 0.00593786448842141 -2.05835639822371 0.00456893299085062
AT1G04107 -1.25059788496735 0.000424230048461706 -2.44200549656439 1.32692109744822e-12
AT1G04110 -1.34960597396958 0.0120447917766645 -1.02403818348543 0.0490161179379702
AT1G04130 0.65599643271894 0.0104863604541271 0.88973093846894 0.00026645103299289
AT1G04180 -5.55677122514961 3.44875669115842e-05 -5.35804156755671 4.40210571104319e-05
AT1G04230 0.641237575519681 1.82905277070575e-06 0.752183257798019 9.6802907748453e-09
AT1G04240 -1.94957308503109 1.73483630514855e-06 -3.02942230519081 2.28155036199732e-14
AT1G04260 0.683554001842853 0.000120643448764207 0.36505429700821 0.0443263752989377
AT1G04360 -1.07216691657691 0.00208627835076346 -1.99243672751017 3.06813537239591e-08
AT1G04420 -1.72850337153321 1.87106204106397e-16 -1.94848852766378 6.69567948657582e-21
AT1G04430 -0.918926808326205 0.00172453006480849 -1.06590344085157 0.000165694466299266
AT1G04440 0.511871033747329 0.0309990161979844 0.656994858929647 0.0036230967051272
AT1G04590 -0.633265364620865 8.86870627118785e-05 -0.880159238949677 2.76055182599259e-08
AT1G04610 -3.58676164320752 0.00102981903745411 -3.94235247371903 0.000509450032204696
AT1G04620 -2.05236506424247 1.93296839743648e-05 -1.4474194535029 0.00237784410369742
AT1G04710 -0.422871136188087 0.0375353644056589 -1.07830536825017 1.90199362834582e-08
AT1G04750 0.558287673163746 0.00849003509481812 0.523225869108505 0.0112648287409192
AT1G04760 -1.95995887311971 1.95698698884926e-05 -2.73773000357599 2.54340405892337e-08
AT1G04780 0.885406408484881 1.80620936849281e-07 0.945022494401191 1.26201702623838e-08
AT1G04800 -1.497259703784 1.66733898746509e-10 -2.13999705814191 3.06307241796632e-19
AT1G04820 -1.50786437259442 8.19137268743524e-07 -1.43664504867631 1.69691734584048e-06
AT1G04850 0.63854231913338 4.21767283073788e-12 0.737609782388837 3.72343302435939e-16
AT1G04870 0.498626534192908 0.0102185633748626 0.68243002145926 0.000224456154423592
AT1G04940 -0.830618045526369 0.0232151180609829 -1.10329872951681 0.00289572474706578
AT1G05010 0.687679694956586 0.00236706062491395 0.802374554534874 0.000232961577529342
AT1G05020 -1.83647885767594 6.34183078333143e-07 -1.31880243897464 0.000154382417723116
AT1G05060 0.48742958266422 0.00801680334960055 0.394031757036451 0.0295141470442549
AT1G05065 -1.79992951878441 0.000187972106441948 -2.97452370533303 1.07317246697532e-08
AT1G05070 -0.498150428141163 0.0171000030880722 -0.919596297599063 3.85953868640041e-06
AT1G05120 0.463458392380749 0.0244215105887413 0.965194480594721 4.66908309099586e-07
AT1G05135 -1.23327343807578 0.000138145681015722 -2.12745871689516 7.80669186008236e-12
AT1G05140 -0.767477505345241 3.58154255740172e-09 -1.10452682670312 5.25631895512599e-18
AT1G05150 -0.351269742694464 0.0291782324890843 -0.590686371117629 0.000107552351242607
AT1G05180 0.47273413014659 0.0157290610369144 0.694989646375995 0.000179776656162752
AT1G05190 -1.59023071106942 2.25661971400182e-32 -2.8626857349319 2.32126598567235e-102
AT1G05210 -0.496216536685827 0.0407585313191462 -0.938933185912791 9.62287166263311e-05
AT1G05270 0.26865533744712 0.0271832240398817 0.560757200775715 7.13555806193365e-07
AT1G05310 -1.97996933644399 5.84809763809406e-07 -1.51842073130925 5.61009278304953e-05
AT1G05320 -1.1625951307822 0.000244419269022189 -0.890753524447931 0.00440398689767951
AT1G05385 -1.36980433933083 1.5776485764696e-14 -2.17123188991856 1.16566694285129e-32
AT1G05420 -1.8322546644295 0.00319872156036495 -2.87289197196236 1.79312675015435e-05
AT1G05460 -0.984450110690536 6.46670205244539e-05 -1.05208269741934 1.28903616360279e-05
AT1G05470 -1.29785466553367 1.63910349529386e-07 -1.25524897984213 2.92945377027501e-07
AT1G05540 -2.08670009823166 1.40746933980359e-05 -3.24018566623336 1.80892306949932e-10
AT1G05590 -0.456524428898409 0.000111599864197264 -0.550928476719188 2.53239779654583e-06
AT1G05720 0.847510635435467 0.00313882657430513 0.562764590039925 0.04984404909122
AT1G05810 -0.85060518019915 0.033104120902154 -0.976920715678423 0.0112427992323625
AT1G05850 -1.49311108632397 5.44150777910727e-13 -2.41016511764713 7.59576063290221e-33
AT1G06010 -0.502282498908646 0.00954644348894033 -0.992842701095814 1.99423692706787e-07
AT1G06080 -3.06922975643065 5.30594698400268e-08 -3.81175368981994 2.58250648255573e-11
AT1G06190 -1.05160131776416 1.08952531936174e-07 -1.27820948923181 3.87683345193768e-11
AT1G06360 -0.83146135504937 0.000344188629109699 -1.69913536599121 2.83974240537753e-14
AT1G06420 -1.05163057038718 0.0109968430830054 -2.00100245355162 1.02531970378411e-05
AT1G06460 -1.72076444414078 0.000120413517617895 -1.90489716615674 1.17696156240131e-05
AT1G06470 -0.655265333207993 0.00737138506107674 -0.587931602471548 0.0138686264298711
AT1G06473 -1.45658637010833 0.000354808082376613 -1.35466921393798 0.000825216056284767
AT1G06500 -0.394900421973685 0.0424979869351017 -1.22010659947536 1.93236798651098e-10
AT1G06550 -1.02007525308157 0.000180325581579405 -1.09906218761201 3.41611180095877e-05
AT1G06645 0.473249993935285 0.00578370229003491 0.931687050963471 6.53804682119216e-09
AT1G06680 -1.63899070403239 2.88211837586953e-28 -2.97319244349277 4.45427091845949e-92
AT1G06770 0.897434968006778 4.80266540503166e-08 0.813995506295589 6.33762196628271e-07
AT1G06820 -0.801020263153611 2.94163225851272e-08 -0.395491589465137 0.00664036539089222
AT1G06830 -2.41117372735483 1.17494493427083e-07 -5.01595776751544 7.78383063055019e-19
AT1G06870 0.611202763643302 0.000521961647405445 0.783136872534725 3.98213281614334e-06
AT1G06950 -1.10627532515501 8.96614750815926e-06 -1.00376119538887 4.02181285465508e-05
AT1G06960 -0.541672999633312 0.000271827468764428 -1.08394136494389 2.30065490341472e-13
AT1G06980 -3.01007177551086 1.9130341551552e-12 -4.23737754014364 4.80631741407567e-20
AT1G07030 0.737479217746387 0.000163464082738652 0.845738083513763 8.37175539608206e-06
AT1G07050 -6.95782883310438 2.41268771021419e-06 -7.32892033563129 4.63375352054607e-07
AT1G07070 -0.616857249510758 0.0207347606745637 -1.46633343253199 8.35549138582734e-09
AT1G07110 -0.637956184130441 0.00737138506107674 -0.947391558250137 2.86373085732973e-05
AT1G07167 -2.30088015394139 0.024199725980422 -2.43334647506049 0.0204922833765137
AT1G07175 -1.72602372441701 0.0402518525881292 -3.12331428957156 0.00399121424008988
AT1G07250 -0.419786088815218 0.0131714690868395 -0.56187758577453 0.000527470892168219
AT1G07280 -0.616111231442988 0.00567373205642885 -0.856665291446361 5.58003504097485e-05
AT1G07310 0.557375599480351 0.00852453948478325 0.465544165093342 0.0251245022816236
AT1G07320 -1.52588217226077 4.06527967112839e-14 -2.85318824358453 2.06267433755509e-47
AT1G07323 -1.05026428150687 0.000823104166678491 -0.84872277949682 0.00602388275637823
AT1G07420 -0.879346291215422 0.0262626253106116 -0.793960747151084 0.0391839628257994
AT1G07440 -2.30399083575411 1.94873103330911e-08 -2.80217423578918 4.05602210509011e-12
AT1G07450 -2.42978402764889 0.000102594951810848 -4.22625774049055 2.61843746974934e-08
AT1G07480 0.34671707774709 0.0399479615726132 0.558472507557232 0.000422705645821132
AT1G07510 0.280686483719822 0.028536028860283 0.787501704313495 2.00413581309569e-11
AT1G07640 0.914195307069381 0.000187330330006654 -1.12242548546371 3.38368605255542e-06
AT1G07700 0.803504033020639 3.36292025030276e-07 0.437676103925179 0.00597203212458719
AT1G07780 -1.4520347852829 4.74076968907117e-07 -1.92292326315517 2.54273732888058e-11
AT1G07790 -0.668275109264264 3.94816632621932e-05 -1.4862013018869 7.54582118937913e-21
AT1G07820 -0.823392089792902 3.92418991832728e-05 -1.50673761263549 6.01087197060095e-15
AT1G07960 0.581964291631256 3.73790793835048e-05 0.758889675838184 2.72869574543013e-08
AT1G07990 0.453575264545678 6.65583550438858e-06 0.854636134513866 6.23471212246577e-19
AT1G08010 -0.715807758536483 4.07342807171728e-08 -1.06320717222202 3.73847793327206e-16
AT1G08040 -0.711101024801289 5.99250495735258e-09 -0.586735690030484 1.32520240620712e-06
AT1G08070 -1.00393064157375 0.0252605539706756 -0.895690655664815 0.0418051791387223
AT1G08110 -0.499273732389125 1.30486843563116e-07 -0.737968830780886 1.42068770262258e-15
AT1G08130 -0.853781131014381 0.0047404133137862 -0.806062542671094 0.00625334641106586
AT1G08160 -0.638617213327584 0.00365875986606902 -2.09131660798787 7.38150115769947e-17
AT1G08165 -1.5749009866141 0.00293501488764368 -1.84227063776504 0.000676706311252772
AT1G08200 -0.913105465962671 1.44831338468681e-05 -1.33129047160317 5.83575863275001e-11
AT1G08280 -1.02218766141102 6.16048488790769e-06 -1.62838785776311 4.30707041528764e-12
AT1G08370 0.632641140282433 1.71189496969266e-05 0.939593205855583 3.24221113944062e-11
AT1G08380 -1.59470412380006 2.4475054448244e-23 -3.5535164266187 1.07966170009083e-113
AT1G08390 -1.09084532889272 2.38222211005951e-08 -2.02267457226838 8.71326429550174e-21
AT1G08460 0.774099818217064 0.000505055060358348 0.45086361143572 0.0442197898899683
AT1G08470 -0.747458297338657 5.41402795088968e-05 -1.31754267296152 7.10877903991448e-13
AT1G08520 -1.06842378517701 8.73381922905623e-14 -1.36851262533483 2.34918204731804e-22
AT1G08540 -1.33320129145884 4.56386726515316e-11 -1.95537364624375 5.83093281255703e-23
AT1G08550 -1.71003523560601 4.53871788663296e-10 -1.78671075024095 3.55643067439199e-11
AT1G08560 -1.08049590811802 3.96851731468237e-05 -1.66051157423799 3.75290528735937e-10
AT1G08610 -1.39477609210725 0.000475979966651861 -1.43089226417946 0.000249998933179245
AT1G08640 -1.0187920416786 2.57245074842979e-05 -0.988650418395009 2.97789398284689e-05
AT1G08660 -1.30323351721994 1.15254705029594e-08 -0.482010644466453 0.038419918438351
AT1G08700 0.791222203675158 5.44591660321164e-08 0.898317739336676 2.78670540355686e-10
AT1G08810 -1.44437631798361 3.96301301649477e-10 -1.18799586346653 1.88149929932694e-07
AT1G08880 -0.518117501262564 0.0186252741217452 -0.945168076183815 5.25514735670637e-06
AT1G08890 -2.17943018581929 2.57473770137747e-05 -2.26947255387565 7.14007107797378e-06
AT1G08980 -1.38197025750894 2.28778477118024e-05 -1.27819106605863 6.39421208197519e-05
AT1G09010 -0.565350682119507 8.13708856927383e-05 -0.450330529751157 0.00148425680976844
AT1G09020 0.244328164317435 0.0292653890029066 0.548617776320898 1.29353894208675e-07
AT1G09150 -0.342405763917622 0.00423928090629352 -0.904478427737698 2.98796440791749e-15
AT1G09160 -0.842617092195621 0.00010490723606432 -1.14374215509155 5.95521496130965e-08
AT1G09200 -1.18251056386633 5.77712835307425e-06 -2.16387448759559 1.0792294767583e-17
AT1G09270 0.282165950894495 0.00105163654399551 0.534258543017995 5.80069506260529e-11
AT1G09310 -1.64613694769028 7.71259981173943e-05 -3.84250590259743 2.73480498658975e-22
AT1G09330 0.533931987611639 0.000770254231882305 0.477771092405065 0.00215291832152948
AT1G09340 -1.53122091967499 3.99488717937899e-06 -2.63920774583002 1.4014218203425e-16
AT1G09350 -2.89638396091546 0.00122918031550055 -1.93365466041319 0.0299467610401211
AT1G09390 -0.863934342376858 0.00272422423844336 -2.04001737874405 3.96516876804786e-13
AT1G09430 0.72106649891873 0.0433873216126794 0.866486930880397 0.0109619846642851
AT1G09440 -1.72992532203032 2.8820174161966e-06 -2.34104243785855 1.80043025132549e-10
AT1G09470 -1.40835564634111 1.07523379645078e-05 -0.82996964396213 0.00648601409308676
AT1G09520 0.733218722146845 1.31595451078095e-06 0.369436582752343 0.0177635984761642
AT1G09580 -1.14282827435754 6.11220127219789e-10 -1.0141095074925 3.26476655346274e-08
